File name: LAI_Global_Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Associated  documentation: A Global Database of Field-observed Leaf Area Index in Woody Plant Species, 1932-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing numeric values are represented by -9999. Missing text fields are blank cells. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference_number,Publication_year,Overstory_LAI_Original,Understory_LAI_Original,Total_LAI_Original,Source,Definition_overstory,Definition_understory,Definition_total,Conversion_factor_overstory,Conversion_factor_understory,Conversion_factor_total,Overstory_LAI_HSA,Understory_LAI_HSA,Total_LAI_HSA,Element_clumping_index_overstory,Element_clumping_index_total,Needle_clumping_index_overstory,Needle_clumping_index_total,Corrected_overstory_LAI_HSA,Corrected_total_LAI_HSA,Method,Method2,Notes_Method,MAT,MAP,Stand_age,Stand_age2,Dominant_species,PFT1,PFT2,PFT3,PFT4,Vegetation_status,Country,Location,Site,Latitude,Longitude,Altitude,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,0.72,-9999,0.72,Ts1,PA,,,1,-9999,1,0.72,-9999,0.72,1,1,1,1,0.72,0.72,IC,Hemispherical photograph,,11.4,631,,M,Eucalyptus bridgesiana,TREE,ANGIO,BROAD,EVER,Natural,Australia,South Eastern Australia,,-36.8205,149.0445,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.34,-9999,1.34,Ts1,PA,,,1,-9999,1,1.34,-9999,1.34,1,1,1,1,1.34,1.34,IC,Hemispherical photograph,,10.8,776,,M,Eucalyptus viminalis/Eucalyptus pauciflora,TREE,ANGIO,BROAD,EVER,Natural,Australia,South Eastern Australia,,-36.6875,149.3929,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,0.66,-9999,0.66,Ts1,PA,,,1,-9999,1,0.66,-9999,0.66,1,1,1,1,0.66,0.66,IC,Hemispherical photograph,,7.7,1692,,M,Eucalyptus stellulata,TREE,ANGIO,BROAD,EVER,Natural,Australia,South Eastern Australia,,-36.4751,148.3607,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.11,-9999,2.11,Ts1,PA,,,1,-9999,1,2.11,-9999,2.11,1,1,1,1,2.11,2.11,IC,Hemispherical photograph,,7.7,1679,,M,Eucalyptus delegatensis,TREE,ANGIO,BROAD,EVER,Natural,Australia,South Eastern Australia,,-36.4712,148.3597,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,0.85,-9999,0.85,Ts1,PA,,,1,-9999,1,0.85,-9999,0.85,1,1,1,1,0.85,0.85,IC,Hemispherical photograph,,5.1,1787,,M,Eucalyptus pauciflora,TREE,ANGIO,BROAD,EVER,Natural,Australia,South Eastern Australia,,-36.4327,148.3273,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2,-9999,2,Ts1,PA,,,1,-9999,1,2,-9999,2,1,1,1,1,2,2,IC,Hemispherical photograph,,5.4,492,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-46.000945,-71.01143833,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.21,-9999,1.21,Ts1,PA,,,1,-9999,1,1.21,-9999,1.21,1,1,1,1,1.21,1.21,IC,Hemispherical photograph,,5,366,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-46.01471333,-71.0147,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.72,-9999,1.72,Ts1,PA,,,1,-9999,1,1.72,-9999,1.72,1,1,1,1,1.72,1.72,IC,Hemispherical photograph,,5.5,356,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-46.01444333,-71.01444333,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.61,-9999,1.61,Ts1,PA,,,1,-9999,1,1.61,-9999,1.61,1,1,1,1,1.61,1.61,IC,Hemispherical photograph,,5.1,340,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.00524667,-72.00304667,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.82,-9999,1.82,Ts1,PA,,,1,-9999,1,1.82,-9999,1.82,1,1,1,1,1.82,1.82,IC,Hemispherical photograph,,5.9,331,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.00370833,-72.00439833,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.94,-9999,1.94,Ts1,PA,,,1,-9999,1,1.94,-9999,1.94,1,1,1,1,1.94,1.94,IC,Hemispherical photograph,,5.4,350,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.00370833,-72.00465,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,0.91,-9999,0.91,Ts1,PA,,,1,-9999,1,0.91,-9999,0.91,1,1,1,1,0.91,0.91,IC,Hemispherical photograph,,6.4,314,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.01388,-71.01182833,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.24,-9999,2.24,Ts1,PA,,,1,-9999,1,2.24,-9999,2.24,1,1,1,1,2.24,2.24,IC,Hemispherical photograph,,3.8,383,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.009565,-72.000085,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,0.75,-9999,0.75,Ts1,PA,,,1,-9999,1,0.75,-9999,0.75,1,1,1,1,0.75,0.75,IC,Hemispherical photograph,,5.1,351,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.01029167,-71.01652167,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.94,-9999,1.94,Ts1,PA,,,1,-9999,1,1.94,-9999,1.94,1,1,1,1,1.94,1.94,IC,Hemispherical photograph,,5.2,352,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.01032167,-71.01654667,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.21,-9999,2.21,Ts1,PA,,,1,-9999,1,2.21,-9999,2.21,1,1,1,1,2.21,2.21,IC,Hemispherical photograph,,4.5,388,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.00889333,-72.00234667,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,1.19,-9999,1.19,Ts1,PA,,,1,-9999,1,1.19,-9999,1.19,1,1,1,1,1.19,1.19,IC,Hemispherical photograph,,3.4,508,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-51.00954167,-72.00516167,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.6,-9999,2.6,Ts1,PA,,,1,-9999,1,2.6,-9999,2.6,1,1,1,1,2.6,2.6,IC,Hemispherical photograph,,7.2,640,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.009225,-72.01403333,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.22,-9999,2.22,Ts1,PA,,,1,-9999,1,2.22,-9999,2.22,1,1,1,1,2.22,2.22,IC,Hemispherical photograph,,7.3,577,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.00874167,-72.01302667,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.02,-9999,2.02,Ts1,PA,,,1,-9999,1,2.02,-9999,2.02,1,1,1,1,2.02,2.02,IC,Hemispherical photograph,,7.5,555,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.007185,-72.01261,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.58,-9999,2.58,Ts1,PA,,,1,-9999,1,2.58,-9999,2.58,1,1,1,1,2.58,2.58,IC,Hemispherical photograph,,7.4,844,,M,Nothofagus betuloides,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.00775833,-73.00047667,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,3.45,-9999,3.45,Ts1,PA,,,1,-9999,1,3.45,-9999,3.45,1,1,1,1,3.45,3.45,IC,Hemispherical photograph,,6.7,836,,M,Nothofagus betuloides/Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.00769833,-73.00039167,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,3.73,-9999,3.73,Ts1,PA,,,1,-9999,1,3.73,-9999,3.73,1,1,1,1,3.73,3.73,IC,Hemispherical photograph,,6.8,804,,M,Nothofagus betuloides,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-50.00787833,-72.01656167,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.9,-9999,2.9,Ts1,PA,,,1,-9999,1,2.9,-9999,2.9,1,1,1,1,2.9,2.9,IC,Hemispherical photograph,,7.1,868,,M,Nothofagus pumilio,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-49.00243833,-72.01572833,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2009,2.23,-9999,2.23,Ts1,PA,,,1,-9999,1,2.23,-9999,2.23,1,1,1,1,2.23,2.23,IC,Hemispherical photograph,,7.5,806,,M,Nothofagus antarctica,TREE,ANGIO,BROAD,DECID,Natural,Argentina,Patagonia,,-49.00474,-72.01481,-9999,"LAI: Personal communication with the author, Undisturbed for at least 30 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2009,4.18,-9999,4.18,F8,PA,,,1,-9999,1,4.18,-9999,4.18,1,1,1,1,4.18,4.18,D,Litter trap,,10,1254,38,,Fagus crenata,TREE,ANGIO,BROAD,DECID,Plantation,Japan,"Tohoku research center of FFPRI, Morioka, Iwate",,39.77033333,141.1400555,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,3.9,-9999,3.9,T2,HSA,,,1,-9999,1,3.9,-9999,3.9,1,1,1.52,1.52,4.78,4.78,IR2,Hemispherical photograph,,13.9,663,,,"Quercus ilex, Pinus halepensis",TREE,MIX,MIX,EVER,Not described,France,"Lamanon, north of Marseille",Oak plot,43.7,5.05,120,"Before thinng, Clumping correction was applied to Pinus (LAI = 1.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,3.5,-9999,3.5,T2,HSA,,,1,-9999,1,3.5,-9999,3.5,1,1,1.52,1.52,4.07,4.07,IR2,Hemispherical photograph,,13.9,663,,,"Pinus halepensis, Quercus ilex",TREE,MIX,MIX,EVER,Not described,France,"Lamanon, north of Marseille",Pine plot,43.7,5.05,120,"Before thinng, Clumping correction was applied to Pinus (LAI = 1.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,3.5,-9999,3.5,T2,HSA,,,1,-9999,1,3.5,-9999,3.5,1,1,1.52,1.52,4.41,4.41,IR2,Hemispherical photograph,,13.9,663,,,"Quercus ilex, Pinus halepensis",TREE,MIX,MIX,EVER,Not described,France,"Lamanon, north of Marseille",Control plot,43.7,5.05,120,"Before thinng, Clumping correction was applied to Pinus (the LAI value was assumed as half of the stand total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,4.1,-9999,4.1,T2,HSA,,,1,-9999,1,4.1,-9999,4.1,1,1,1.26,1.26,5.17,5.17,IR2,Hemispherical photograph,,9.25,1068,85,,"Pinus nigra, Fagus sylvatica",TREE,MIX,MIX,MIX,Plantation,France,Ventoux mountain,,44.1,5.816666667,1120,Before thinng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,7.6,-9999,7.6,T2,PA,,,1,-9999,1,7.6,-9999,7.6,1,1,1,1,7.6,7.6,IC,Hemispherical photograph,,10.6,750,,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Natural,France,La Tillaie forest in Fontainebleau,,48.71666667,3.133333333,120,Before thinng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,6.79,-9999,6.79,T2,PA,,,1,-9999,1,6.79,-9999,6.79,1,1,1,1,6.79,6.79,IC,LAI-2000,,10.2,720,167,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O1,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,7.02,-9999,7.02,T2,PA,,,1,-9999,1,7.02,-9999,7.02,1,1,1,1,7.02,7.02,IC,LAI-2000,,10.2,720,153,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O2,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,6.61,-9999,6.61,T2,PA,,,1,-9999,1,6.61,-9999,6.61,1,1,1,1,6.61,6.61,IC,LAI-2000,,10.2,720,156,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O3,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,5.88,-9999,5.88,T2,PA,,,1,-9999,1,5.88,-9999,5.88,1,1,1,1,5.88,5.88,IC,LAI-2000,,10.2,720,,M,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O4,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,5.57,-9999,5.57,T2,PA,,,1,-9999,1,5.57,-9999,5.57,1,1,1,1,5.57,5.57,IC,LAI-2000,,10.2,720,,M,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O6,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,3.81,-9999,3.81,T2,PA,,,1,-9999,1,3.81,-9999,3.81,1,1,1,1,3.81,3.81,IC,LAI-2000,,10.2,720,93,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O8,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,5.65,-9999,5.65,T2,PA,,,1,-9999,1,5.65,-9999,5.65,1,1,1,1,5.65,5.65,IC,LAI-2000,,10.2,720,187,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",O15,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,7.11,-9999,7.11,T2,PA,,,1,-9999,1,7.11,-9999,7.11,1,1,1,1,7.11,7.11,IC,LAI-2000,,10.2,720,,M,"Quercus petraea, Quercus robur, Fagus sylvatica",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",OB1,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,6.71,-9999,6.71,T2,PA,,,1,-9999,1,6.71,-9999,6.71,1,1,1,1,6.71,6.71,IC,LAI-2000,,10.2,720,168,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",OB2,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,6.85,-9999,6.85,T2,PA,,,1,-9999,1,6.85,-9999,6.85,1,1,1,1,6.85,6.85,IC,LAI-2000,,10.2,720,139,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",OB4,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,7.05,-9999,7.05,T2,PA,,,1,-9999,1,7.05,-9999,7.05,1,1,1,1,7.05,7.05,IC,LAI-2000,,10.2,720,212,,"Quercus petraea, Quercus robur",TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",OB5,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,4.27,-9999,4.27,T2,PA,,,1,-9999,1,4.27,-9999,4.27,1,1,1,1,4.27,4.27,IC,LAI-2000,,10.2,720,,M,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",B3,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,4.95,-9999,4.95,T2,PA,,,1,-9999,1,4.95,-9999,4.95,1,1,1,1,4.95,4.95,IC,LAI-2000,,10.2,720,85,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",B4,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,4.12,-9999,4.12,T2,PA,,,1,-9999,1,4.12,-9999,4.12,1,1,1,1,4.12,4.12,IC,LAI-2000,,10.2,720,136,,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",B7,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,6.1,-9999,6.1,T2,PA,,,1,-9999,1,6.1,-9999,6.1,1,1,1,1,6.1,6.1,IC,LAI-2000,,10.2,720,,M,Fagus sylvatica,TREE,ANGIO,BROAD,DECID,Not described,France,"Fontainebleau forest, located south east of Paris",B10,48.41666667,2.666666667,120,"Potential LAI (without effect of forest management and drought), Managed forest, Measurement method was calibrated against litter trap method (Dufrene & Breda 1995 Oecologia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,3.6,-9999,3.6,T1,HSA,,,1,-9999,1,3.6,-9999,3.6,0.85,0.85,1.52,1.52,6.44,6.44,IR,LAI-2000,,10.2,720,67,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Not described,France,"Fontainebleau forest, located south east of Paris",S23,48.41666667,2.666666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,2.4,-9999,2.4,T1,HSA,,,1,-9999,1,2.4,-9999,2.4,0.85,0.85,1.52,1.52,4.29,4.29,IR,LAI-2000,,10.2,720,57,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Not described,France,"Fontainebleau forest, located south east of Paris",S24,48.41666667,2.666666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,2,-9999,2,T1,HSA,,,1,-9999,1,2,-9999,2,0.85,0.85,1.52,1.52,3.58,3.58,IR,LAI-2000,,10.2,720,90,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Not described,France,"Fontainebleau forest, located south east of Paris",S25,48.41666667,2.666666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2006,2.4,-9999,2.4,T1,HSA,,,1,-9999,1,2.4,-9999,2.4,0.85,0.85,1.52,1.52,4.29,4.29,IR,LAI-2000,,10.2,720,108,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Not described,France,"Fontainebleau forest, located south east of Paris",S28,48.41666667,2.666666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.7,-9999,2.7,T1,PA,,,1,-9999,1,2.7,-9999,2.7,0.85,0.85,1,1,3.18,3.18,IR,LAI-2000,,12.9,600,65,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",C1,42,28.01666667,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.8,-9999,2.8,T1,PA,,,1,-9999,1,2.8,-9999,2.8,0.85,0.85,1,1,3.29,3.29,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB02,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.8,-9999,2.8,T1,PA,,,1,-9999,1,2.8,-9999,2.8,0.85,0.85,1,1,3.29,3.29,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB03,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.8,-9999,2.8,T1,PA,,,1,-9999,1,2.8,-9999,2.8,0.85,0.85,1,1,3.29,3.29,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB04,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,5.2,-9999,5.2,T1,PA,,,1,-9999,1,5.2,-9999,5.2,0.85,0.85,1,1,6.12,6.12,IR,LAI-2000,,12.9,600,70,,Fagus orientalis,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB05,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.7,-9999,2.7,T1,PA,,,1,-9999,1,2.7,-9999,2.7,0.85,0.85,1,1,3.18,3.18,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB06,42,28.01666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,4.3,-9999,4.3,T1,PA,,,1,-9999,1,4.3,-9999,4.3,0.85,0.85,1,1,5.06,5.06,IR,LAI-2000,,12.9,600,70,,Fagus orientalis,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB07,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.2,-9999,2.2,T1,PA,,,1,-9999,1,2.2,-9999,2.2,0.85,0.85,1,1,2.59,2.59,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB08,42,28.01666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.4,-9999,2.4,T1,PA,,,1,-9999,1,2.4,-9999,2.4,0.85,0.85,1,1,2.82,2.82,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB09,42,28.01666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,4.8,-9999,4.8,T1,PA,,,1,-9999,1,4.8,-9999,4.8,0.85,0.85,1,1,5.65,5.65,IR,LAI-2000,,12.9,600,70,,Fagus orientalis,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB10,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008,2.1,-9999,2.1,T1,PA,,,1,-9999,1,2.1,-9999,2.1,0.85,0.85,1,1,2.47,2.47,IR,LAI-2000,,12.9,600,70,,Quercus frainetto,TREE,ANGIO,BROAD,DECID,Not described,Bulgaria,"Strandzha mountains, close to Black sea",STB11,42,28.01666667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2002,5.82,-9999,5.82,F5,PA,,,1,-9999,1,5.82,-9999,5.82,0.85,0.85,1,1,6.85,6.85,IR,LAI-2000,,25,2272,,,"Various species (Protium spp., Pouteria spp., Amphirrhox surinamensis, Inga spp.)",TREE,ANGIO,BROAD,EVER,Natural,Brazil,Tapajos National Forest (TNF) ,1,-2.85,-54.96,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
